galaxy,model,epsilon,analysis,holdout,n,n_outer,T,D,e_D,distance_method,inc,e_inc,L36,Rdisk,MHI,RHI,Vflat,Q,morphology,morphology_alt,Rmax_kpc,Rmin_kpc,coverage,median_speed,baryon_fraction_outer_nominal,quality2,raw_residual_kms_mean,raw_residual_kms_median,fractional_error_mean,fractional_error_median,fractional_residual_mean,standardized_residual_mean,outer_loss,predicted_outer_slope,observed_outer_slope,nuisance_bound_hit,scale_bound_hit,eta_bound_hit,eta_boundary,guard_active,maximum_abs_pull,ml_disk,ml_bulge,distance_ratio,fitted_inclination,eta,length_catalogue_kpc,amplitude_catalogue_kms,slope_residual,log10_coverage,log10_speed
NGC3726,fixed_core,0.001,fullfit_outer_third,False,12,4,5,18.0,2.5,4,53.0,2.0,70.234,3.4,6.473,22.2,168.0,2,spiral_T1_9,spiral_T1_7,32.52,3.5,9.564705882352943,159.0,0.26180609751099576,1,-0.8451640266179226,-1.0502909457000698,0.06196193847151668,0.06290856579318117,-0.004979881896004924,-0.10223833487209709,0.0678252187185595,0.19423748640194843,0.16526084128880522,False,False,False,not applicable,False,0.891080606994453,0.6138723396525675,0.7,1.0528545859632703,53.30023052728126,,20.72929315210421,200.9886457033676,0.028976645113143212,0.9806716198797755,2.2013971243204513
NGC3741,fixed_core,0.001,fullfit_outer_third,False,21,7,10,3.21,0.17,2,70.0,4.0,0.028,0.2,0.182,4.2,50.1,1,irregular_T10_11,late_T8_11,7.0,0.23,35.0,36.5,0.08112721999999999,0,-0.3398220127061415,-0.7216792057870478,0.050390165686264275,0.04796573875802998,-0.005183748972299793,-0.05666342000661965,0.5758155207101725,0.022835272975524408,0.2606590719417613,False,False,False,not applicable,False,2.966090888212524,0.9898721217030504,0.7,1.044535373108081,72.85732788106112,,2.014756894629148,54.78470093518448,-0.2378237989662369,1.5440680443502757,1.5622928644564746
NGC3769,fixed_core,0.001,fullfit_outer_third,False,12,4,3,18.0,2.5,4,70.0,2.0,18.679,3.38,5.529,22.57,118.6,2,spiral_T1_9,spiral_T1_7,37.16,1.74,10.994082840236686,118.0,0.16445895862183707,1,-2.985086520510233,-6.255157648695139,0.09748590794955578,0.09052797360131994,-0.02610567372488324,-0.35032157175337153,0.38653732548540537,-0.23853176476139482,-0.06809543912706072,False,False,False,not applicable,False,0.5526497307428624,0.5542202099254916,0.7,1.0767569070476195,70.2151983119639,,7.169182981965983,133.22324334180453,-0.17043632563433408,1.0411590050439494,2.0718820073061255
NGC3877,fixed_core,0.001,fullfit_outer_third,False,13,5,5,18.0,2.5,4,76.0,1.0,72.535,2.53,1.483,11.47,168.4,2,spiral_T1_9,spiral_T1_7,11.35,0.87,4.486166007905139,162.0,0.7102281327684605,1,-2.7813189772067006,-1.9419508375834766,0.03272408367478622,0.03136094674556213,-0.016395435739261156,-0.41720814365083997,0.8373248018969495,-0.236956500244064,-0.004298535685343285,False,False,False,not applicable,False,1.549888789988727,0.3499299585608499,0.7,0.8532912688034832,75.94328121644881,,2.354030861177605,158.3713445143848,-0.23265796455872073,0.6518753403533236,2.2095150145426308
NGC3893,fixed_core,0.001,fullfit_outer_third,False,10,4,5,18.0,2.5,4,49.0,2.0,58.525,2.38,5.799,20.84,174.0,1,spiral_T1_9,spiral_T1_7,19.05,1.74,8.004201680672269,182.5,0.3342177117214111,0,-3.3020730378055347,-2.763822045853402,0.0657903007469064,0.06843416708989333,-0.018883387073479484,-0.27993083677601405,0.10315997413922186,-0.34202521849353856,-0.2828363615293573,False,False,False,not applicable,False,0.1735224618274231,0.5203819815525914,0.7,1.0055055523629743,49.034789395753975,,4.373332460037718,170.30640597652038,-0.05918885696418125,0.9033180229551262,2.2612628687924934
NGC3917,fixed_core,0.001,fullfit_outer_third,False,17,6,6,18.0,2.5,4,79.0,2.0,21.966,2.63,1.888,14.08,135.9,1,spiral_T1_9,spiral_T1_7,14.86,0.87,5.650190114068441,134.0,0.31395441152965,0,-3.584770796802862,-3.0018578603384753,0.03405049076649596,0.030983589087809037,-0.02605876843685938,-0.543290569008238,1.2350798787099784,-0.30234649067081526,0.024512401586324135,False,False,False,not applicable,False,0.6759195359537459,0.4279352391205193,0.7,0.9564515260163698,78.94107349151109,,3.4670739910816497,138.9640500121003,-0.3268588922571394,0.7520630609347986,2.1271047983648077
NGC3949,fixed_core,0.001,fullfit_outer_third,False,7,3,4,18.0,2.5,4,55.0,2.0,38.067,3.59,3.371,13.72,163.0,2,spiral_T1_9,spiral_T1_7,7.07,1.74,1.9693593314763234,157.0,0.5717210523415978,1,-1.738898714833785,-1.303297080949676,0.09114158231215086,0.06787878787878787,-0.0105249475500224,-0.14134773504773807,0.027971875579261892,0.15548996996789138,0.16187798501325934,False,False,False,not applicable,True,0.1978942654942146,0.5233104784629662,0.7,1.0143591817951971,55.07362393883892,,266.19095518642314,7465.812544656602,-0.006388015045367956,0.2943249652185803,2.1958996524092336
NGC3953,fixed_core,0.001,fullfit_outer_third,False,8,3,4,18.0,2.5,4,62.0,1.0,141.301,4.89,2.832,17.38,220.8,1,spiral_T1_9,spiral_T1_7,15.68,3.5,3.206543967280164,219.5,0.5688839644451532,0,-4.619385451807602,-6.533967669714599,0.03323422733886546,0.027354260089686097,-0.021209236464285356,-0.5610661820415556,0.7635487455107383,-0.367208107459602,-0.14095338643207594,False,False,False,not applicable,False,0.5779716713910766,0.5711723448040491,0.7,1.057043525998023,62.05787472038642,,3.2918017820396974,146.12905507806374,-0.22625472102752603,0.5060371992247994,2.34143452457814
NGC3972,fixed_core,0.001,fullfit_outer_third,False,10,4,4,18.0,2.5,4,77.0,1.0,14.353,2.18,1.214,10.05,132.7,1,spiral_T1_9,spiral_T1_7,8.72,0.87,4.0,113.0,0.3368280611870436,0,-0.6544748319669758,-1.4521178499377072,0.0369654774905958,0.03616976095134086,-0.0036391340800309736,-0.03607756035649551,1.2548968706983334,-0.060666957990110466,0.2473368676840608,False,False,False,not applicable,False,0.2655697166673415,0.5315290141624643,0.7,1.0222312300239136,77.00948652106166,,2.7966307280781764,121.42881007366762,-0.3080038256741713,0.6020599913279624,2.0530784434834195
NGC3992,fixed_core,0.001,fullfit_outer_third,False,9,3,4,23.7,2.3,5,56.0,2.0,226.932,4.96,16.599,32.75,241.0,1,spiral_T1_9,spiral_T1_7,46.02,9.19,9.278225806451614,248.0,0.2588026617999001,0,-0.28810310105302506,-0.12442002745063974,0.027911457461823875,0.025726141078838177,-0.0011904837437433848,-0.04943525907812005,0.006693142753613289,-0.12417767277791154,-0.12792307558032004,False,False,False,not applicable,False,2.8702625886767383,0.9682695249521898,0.7,1.1069464140472276,57.13394897644904,,21.62632724034396,206.1940369853611,0.0037454028024084957,0.9674649378424272,2.3944516808262164
NGC4010,fixed_core,0.001,fullfit_outer_third,False,12,4,7,18.0,2.5,4,89.0,1.0,17.193,2.81,2.832,17.59,125.8,2,spiral_T1_9,spiral_T1_7,10.47,0.87,3.725978647686833,109.5,0.36410069459969785,1,-0.291197324057471,0.5626328374346627,0.03819715235217737,0.03984618201794543,-0.0018413694944396045,-0.017767631640639936,0.3840794422294337,0.013106997394718368,-0.19880033900197142,False,False,False,not applicable,False,0.5257860364829833,0.4429874275752839,0.7,0.9565083570679954,88.99868424215754,,3.6889475677437633,122.5478355248386,0.2119073363966898,0.5712403617737625,2.0394141191761372
NGC4013,fixed_core,0.001,fullfit_outer_third,False,36,12,3,18.0,2.5,4,89.0,1.0,79.094,3.53,2.967,31.35,172.9,2,spiral_T1_9,spiral_T1_7,31.01,5.49,8.784702549575071,178.0,0.24156643395061728,1,-0.013229320747501086,-0.6455273536898858,0.032738718947565415,0.028818683143977144,0.0002905291836223997,-0.036294721742438425,0.2548195982782531,0.10395667845947366,0.06631422727884584,False,False,False,not applicable,False,0.7425365385585799,0.5871343021502783,0.8004829937504302,1.1031300747998027,89.00358082236404,,13.836253017171334,182.21515245748884,0.037642451180627826,0.9437270608495039,2.250420002308894
NGC4051,fixed_core,0.001,fullfit_outer_third,False,7,3,4,18.0,2.5,4,49.0,3.0,95.268,4.65,2.697,15.13,157.0,2,spiral_T1_9,spiral_T1_7,12.19,1.74,2.6215053763440856,153.0,0.7461619518468544,1,-0.5624351209610552,1.2505689401328368,0.04813412409320338,0.048051948051948054,-0.004074218341453832,0.06215596216368965,0.30630164221802775,-0.3442821596689524,-0.1551729592520432,False,False,False,not applicable,False,0.3304264189129212,0.4633694127966066,0.7,0.9718362005358387,48.60710971808523,,2.579507330861619,114.7732940973331,-0.18910920041690923,0.41855075272842795,2.184691430817599
NGC4068,fixed_core,0.001,fullfit_outer_third,False,6,2,10,4.37,0.22,2,44.0,6.0,0.236,0.59,0.154,3.18,0.0,2,irregular_T10_11,late_T8_11,2.33,0.21,3.9491525423728815,26.45,0.41044406069414885,1,0.038047120894699304,0.038047120894699304,0.08291898700609918,0.08291898700609918,0.0016336508759380404,0.07945251207316054,0.02557627524099194,0.6764265696749207,0.763549261625086,False,False,False,not applicable,False,0.1192997257033808,0.4864520430945175,0.7,0.9988267964749687,43.38527249581305,,3.71589165493567,95.3559175094635,-0.08712269195016531,0.5965039093838748,1.4224256763712047
NGC4085,fixed_core,0.001,fullfit_outer_third,False,7,3,5,18.0,2.5,4,82.0,2.0,21.724,1.65,1.349,10.16,131.5,2,spiral_T1_9,spiral_T1_7,6.2,0.87,3.757575757575758,127.0,0.6700300554016622,1,0.6085584546790036,2.1086437996021914,0.04197955295478515,0.03769230769230769,0.004831298306239813,0.1926943764919263,0.1724149130100597,0.03600139527830909,0.1358221231953595,False,False,False,not applicable,False,1.592843994704572,0.3464859310083104,0.7,0.8392291121042271,81.86031761181208,,2.3463610233850685,126.50541232848748,-0.0998207279170504,0.5749077452843476,2.103803720955957
NGC4088,fixed_core,0.001,fullfit_outer_third,False,12,4,4,18.0,2.5,4,69.0,2.0,107.286,2.58,8.226,22.25,171.7,1,spiral_T1_9,spiral_T1_7,21.48,1.74,8.325581395348838,171.0,0.6009229994319083,0,0.004125188827899251,-0.8250191162710365,0.04105486908231917,0.03999384236453202,0.00020866549963570002,0.03840288647910111,0.08693496024198433,0.09424791498652119,0.13458965771773598,False,False,False,not applicable,False,0.3562411286139495,0.4606232884371283,0.7,0.972214993468272,68.92464963827372,,19.880068276434297,233.7900276596644,-0.0403417427312148,0.9204145710642879,2.2329961103921536
NGC4100,fixed_core,0.001,fullfit_outer_third,False,24,8,4,18.0,2.5,4,73.0,2.0,59.394,2.15,3.102,18.06,158.2,1,spiral_T1_9,spiral_T1_7,22.76,2.61,10.586046511627908,178.5,0.3063761352878611,0,-0.8243343668515308,-0.8940660916594823,0.044706812652690206,0.0439873417721519,-0.004233139954297612,-0.09633329066599927,0.36130995663101695,-0.3980206010619259,-0.43028446840540185,False,False,False,not applicable,False,1.412131327720897,0.6921227697934736,0.7,1.1045765669592271,73.2516136581352,,5.597736914215671,147.78996662535593,0.03226386734347597,1.0247337978074282,2.251638220448212
NGC4138,fixed_core,0.001,fullfit_outer_third,False,7,3,0,18.0,2.5,4,53.0,3.0,44.111,1.51,1.483,18.58,147.3,2,S0_T0,S0_T0,18.58,2.61,12.304635761589402,162.0,0.32976230181868665,1,-8.999900782364245,-9.483518521307587,0.1093252013449058,0.12176870748299319,-0.060080559535416446,-0.3688205714715809,0.5366661102292928,-0.48543616767307185,0.10462123207630013,False,False,False,not applicable,False,0.1724139878379976,0.4805389615717711,0.6809507379415046,0.9762155326126144,52.712059466766405,,2.688528848353247,165.9445132949089,-0.590057399749372,1.0900687623644534,2.2095150145426308
NGC4157,fixed_core,0.001,fullfit_outer_third,False,17,6,3,18.0,2.5,4,82.0,3.0,105.62,2.32,8.226,24.09,184.7,1,spiral_T1_9,spiral_T1_7,29.61,1.74,12.76293103448276,185.0,0.3445311366921031,0,-0.5114848441231837,-0.3402109809391334,0.054715978595568406,0.05510752688172043,-0.0027528858830240623,-0.041307175370461385,0.005544648170408089,-0.001941228747004776,0.017469791947177266,False,False,False,not applicable,False,0.3897836769090796,0.5469509387041354,0.6417449801223969,1.0007906117643606,82.00181123162389,,12.1190444202693,179.16947882395067,-0.019411020694182043,1.1059504224983996,2.2671717284030137
NGC4183,fixed_core,0.001,fullfit_outer_third,False,23,8,6,18.0,2.5,4,82.0,2.0,10.838,2.79,3.506,16.07,110.6,1,spiral_T1_9,spiral_T1_7,21.02,0.87,7.534050179211469,109.0,0.24187166578330843,0,-0.3248621162232741,-0.2956523679478025,0.058339706468791275,0.047727084883048186,-0.002900570613208681,-0.05134788196882722,0.035492094510491366,0.09593691853453207,0.08655046204250465,False,False,False,not applicable,False,4.144597812699642,1.2984636182500462,0.7,1.2684463205094758,82.33184450482553,,19.52535173083101,150.7283163663843,0.00938645649202742,0.8770285084186259,2.037426497940624
NGC4217,fixed_core,0.001,fullfit_outer_third,False,19,7,3,18.0,2.5,4,86.0,2.0,85.299,2.94,2.562,16.7,181.3,1,spiral_T1_9,spiral_T1_7,16.72,0.87,5.687074829931973,179.0,0.5874801832027714,0,-1.459494731121477,0.4919991000609514,0.04260450565016867,0.03826815642458101,-0.008300361168047594,-0.11118139577236771,0.1298194002849204,-0.29949804483802567,-0.17536791938545898,False,False,False,not applicable,False,3.001455862957525,0.4875209367034581,0.3683400341354463,0.5831311301447881,85.87304175276074,,3.918746634105298,193.97676824553847,-0.12413012545256669,0.7548889426908403,2.2528530309798933
NGC4559,fixed_core,0.001,fullfit_outer_third,False,32,11,6,9.0,2.7,1,67.0,1.0,19.377,2.1,5.811,21.16,121.2,1,spiral_T1_9,spiral_T1_7,20.97,0.67,9.985714285714284,119.5,0.33695148481590975,0,0.27962878593416723,0.49568541799133925,0.04613882943850025,0.0468595041322314,0.0023883195085461495,0.031183666914268045,0.043899079927381145,-0.035400559599757,-0.09809829348981777,False,False,False,not applicable,False,0.458626928824886,0.5556901481332108,0.7,1.1333008626104226,67.02484096046537,,6.2819806225911226,111.50912588747389,0.06269773389006078,0.9993791357314245,2.0773679052841563
NGC5005,fixed_core,0.001,fullfit_outer_third,False,18,6,4,16.9,1.5,5,68.0,2.0,178.72,9.45,1.28,10.41,262.2,1,spiral_T1_9,spiral_T1_7,11.47,0.49,1.2137566137566138,260.0,0.682692169642958,0,0.863618854837398,2.282895639719129,0.08355393558223746,0.08355345911949685,0.0032714495045956856,0.038605148251532745,0.027124966050580072,-0.05757477618027474,0.0012803334131806995,False,False,False,not applicable,False,0.7550879620052096,0.5228948259355967,0.5882869896844884,0.9779886680622966,67.84464392745662,,4.442976734761052,191.2340708235764,-0.05885510959345544,0.08413160939200474,2.4149733479708178
NGC5033,fixed_core,0.001,fullfit_outer_third,False,22,8,5,15.7,4.7,1,66.0,1.0,110.509,5.16,11.314,29.53,194.2,1,spiral_T1_9,spiral_T1_7,44.59,0.76,8.641472868217054,217.5,0.2624681385547809,0,-2.9402206413597334,-1.6525209594614552,0.017049702977050066,0.015584520725388601,-0.014941622686658638,-0.5676177218562128,3.93133820745662,-0.41419911575696294,-0.22361727752488253,False,False,False,not applicable,False,2.2335956641878507,0.8362373685335144,0.4606886473575003,0.957464498824075,65.99293480473823,,8.946763648376121,204.30245516091875,-0.1905818382320804,0.9365877707223959,2.337459261290656
NGC5055,fixed_core,0.001,fullfit_outer_third,False,28,10,4,9.9,0.3,2,55.0,6.0,152.922,3.2,11.722,35.06,179.0,1,spiral_T1_9,spiral_T1_7,54.59,0.72,17.059375,189.0,0.30148861265080507,0,0.8402045104964998,0.44925890848560357,0.01908510540475273,0.0180933346176074,0.003962783786688665,0.6850391769193763,17.14170033818591,-0.3059710449651855,-0.08263506663396482,False,False,False,not applicable,False,3.324621908281222,0.3301852568681485,0.7,1.051544877774275,74.94773144968732,,10.823853510236498,184.36473820258223,-0.2233359783312207,1.2319631159860553,2.2764618041732443
NGC5371,fixed_core,0.001,fullfit_outer_third,False,19,7,4,39.7,9.92,1,53.0,2.0,340.393,7.44,11.18,30.03,209.5,1,spiral_T1_9,spiral_T1_7,46.24,1.45,6.21505376344086,215.0,0.5646984860392011,0,-2.1692312865097727,-1.8661278877804364,0.018244829677478546,0.019138755980861243,-0.010243050361600411,-0.321888155137484,1.6766342524359472,-0.23282862351054706,-0.11221494018718622,False,False,False,not applicable,True,2.35396787979372,0.8597393254530814,0.7,0.7810367723801654,52.70911672846558,,1517.3798916749006,7430.475065594132,-0.12061368332336084,0.7934448898665939,2.3324384599156054
NGC5585,fixed_core,0.001,fullfit_outer_third,False,24,8,7,7.06,2.12,1,51.0,2.0,2.943,1.53,1.683,10.92,90.3,1,spiral_T1_9,spiral_T1_7,10.96,0.09,7.163398692810458,68.69999999999999,0.21595699061500612,0,-0.003941636504196211,0.012286113230608464,0.025822612088564928,0.029259104023705556,-2.215191824521539e-05,-0.009645060780100866,0.044529720362654804,0.024152370380092027,0.021500575291354587,False,False,False,not applicable,False,0.4742873467714101,0.5576975530820276,0.7,1.1330654991208484,51.18779418625263,,3.2308610550753007,92.35433520077788,0.0026517950887374395,0.8551191233307516,1.8369567370595503
NGC5907,fixed_core,0.001,fullfit_outer_third,False,19,7,5,17.3,0.9,2,88.0,2.0,175.425,5.34,21.025,0.0,215.0,1,spiral_T1_9,spiral_T1_7,50.33,5.03,9.425093632958802,218.0,0.2854637785065158,0,-0.024493034823279913,-1.0129717499556818,0.014619038872243386,0.013888888888888888,-2.9166971863946205e-06,0.17501479477891846,1.2820115280115416,-0.0277136496609705,0.03855080285540475,False,False,False,not applicable,False,2.862874582876202,0.9666237523365666,0.7,1.031397582484595,88.05668711290612,,24.30239131891855,197.6367307627772,-0.06626445251637525,0.9742856733685831,2.3384564936046046
NGC5985,fixed_core,0.001,fullfit_outer_third,False,33,11,3,39.7,9.9,1,60.0,2.0,208.728,7.01,11.586,39.5,293.6,1,spiral_T1_9,spiral_T1_7,34.72,3.54,4.9529243937232525,291.0,0.27124533215296626,0,-2.1245039118263818,-2.8008762418769493,0.015244266210500833,0.013888888888888888,-0.007136564628756627,-0.44960665321197163,1.3566189180607424,-0.03304969056763244,-0.02614661196852798,False,False,False,not applicable,True,4.721171870266024,0.7910716078240874,2.0759420549805188,1.8293581375775063,61.82477969825877,,960.5922651268696,7592.457275976487,-0.0069030785991044605,0.6948616985377957,2.4638929889859074
NGC6015,fixed_core,0.001,fullfit_outer_third,False,44,15,6,17.0,5.1,1,60.0,2.0,32.129,2.3,5.834,21.43,154.1,2,spiral_T1_9,spiral_T1_7,29.23,0.34,12.708695652173914,152.0,0.20998834752909432,1,-2.1251262939022335,-2.70962528498481,0.03903009067061294,0.03795180722891566,-0.012200845928047589,-0.32285427029982705,1.3675396285880337,0.013727257652744754,-0.1752652489012261,False,False,False,not applicable,False,1.7937597375916172,0.7556940070315576,0.7,1.4214933252703792,60.5253627603145,,11.751639106070517,151.1531332711161,0.18899250655397087,1.1041009793398435,2.1818435879447726
NGC6195,fixed_core,0.001,fullfit_outer_third,False,23,8,3,127.8,12.8,1,62.0,5.0,391.076,13.94,20.907,40.89,251.7,1,spiral_T1_9,spiral_T1_7,36.43,1.33,2.6133428981348636,247.0,0.688132100245497,0,0.1611066502313392,-0.02764871272579228,0.03021996464061704,0.02656990134138371,0.0007085078120093148,0.06048886700862263,0.1344589027838519,-0.035939760804339464,-0.03355465654286811,False,False,False,not applicable,False,0.9977138355278652,0.3973732430958315,0.7892246057939483,0.9859459176574916,61.341164318715975,,13.70901228450112,212.04205097625405,-0.0023851042614713575,0.41719639747992526,2.392696953259666
