r_over_L,u,u_prime,initial_vc_over_vs,gravity_acceleration_L_over_vs2,internal_stress_acceleration_L_over_vs2,initial_delta_vc2_over_t2,delta_vc2_t015,delta_vc2_t030,delta_vc2_over_t2_t015,delta_vc2_over_t2_t030,required_confinement_mass_over_core_mass,required_confinement_density
3.797903629536921066e+00,1.276736108384150525e-01,-1.180747190500374549e-01,8.107347175668023764e-01,-1.730667353316351353e-01,9.716562466970191450e-04,-3.007660929541151285e-05,-6.741674347304226265e-07,-2.662317241127479389e-06,-2.996299709912989489e-05,-2.958130267919421543e-05,5.281415319534328925e-03,-1.171295445576469099e-03
3.807884856070087753e+00,1.264998190747642914e-01,-1.171261044226584863e-01,8.100494640467063023e-01,-1.723214222605365664e-01,9.549886023926339694e-04,-2.909590091326593679e-05,-6.521062240533714349e-07,-2.574197706603146538e-06,-2.898249884681651029e-05,-2.860219674003496379e-05,5.218138433186649515e-03,-1.155294676777392660e-03
3.817866082603253997e+00,1.253354681259087611e-01,-1.161830051633998551e-01,8.093622559154651785e-01,-1.715794234600041546e-01,9.385797458630853107e-04,-2.814555702322676088e-05,-6.307306728858380012e-07,-2.488850722307195319e-06,-2.803247435048168988e-05,-2.765389691452439224e-05,5.155399825735679231e-03,-1.139442735582416434e-03
3.827847309136420684e+00,1.241805029285333595e-01,-1.152454238019919447e-01,8.086731511955072005e-01,-1.708407396250103405e-01,9.224263249483599485e-04,-2.722470154966466675e-05,-6.100209217143968635e-07,-2.406194927792825228e-06,-2.711204096508430523e-05,-2.673549919769805809e-05,5.093199560024376342e-03,-1.123740176857362114e-03
3.837828535669586927e+00,1.230348683975906188e-01,-1.143133621481351170e-01,8.079822071537868799e-01,-1.701053710475902425e-01,9.065250142399069273e-04,-2.633248117834473224e-05,-5.899576328117933157e-07,-2.326151116103075842e-06,-2.622033923607970405e-05,-2.584612351225639806e-05,5.031537577354584269e-03,-1.108187483149514815e-03
3.847809762202753614e+00,1.218985094335412883e-01,-1.133868213097443539e-01,8.072894803148099596e-01,-1.693733176283299946e-01,8.908725153664576440e-04,-2.546806486468650556e-05,-5.705219690208695667e-07,-2.248642178002726027e-06,-2.535653195648309392e-05,-2.498491308891917845e-05,4.970413700431385549e-03,-1.092785066921545109e-03
3.857790988735919857e+00,1.207713709292357468e-01,-1.124658016997735349e-01,8.065950264587359309e-01,-1.686445788814363023e-01,8.754655571710964453e-04,-2.463064334597658592e-05,-5.516955843626742215e-07,-2.173593064972285477e-06,-2.451980374945218706e-05,-2.415103405524761829e-05,4.909827635777374612e-03,-1.077533272577369840e-03
3.867772215269086100e+00,1.196533977767945262e-01,-1.115503030541517004e-01,8.058989006343116879e-01,-1.679191539459382321e-01,8.603008959622116892e-04,-2.381942866310936599e-05,-5.334606186622854584e-07,-2.100930736329197002e-06,-2.370936082943491039e-05,-2.334367484810219117e-05,4.849778976624763600e-03,-1.062432378615286565e-03
3.877753441802252787e+00,1.185445348743535965e-01,-1.106403244385386342e-01,8.052011571571930926e-01,-1.671970415906462171e-01,8.453753156616996764e-04,-2.303365368675402294e-05,-5.157996917331608460e-07,-2.030584115339701042e-06,-2.292443074369603797e-05,-2.256204572599668069e-05,4.790267205299778876e-03,-1.047482599580470530e-03
3.887734668335419030e+00,1.174447271325904096e-01,-1.097358642659263250e-01,8.045018496227503979e-01,-1.664782402250571114e-01,8.306856280225267302e-04,-2.227257165284778604e-05,-4.986958902791865119e-07,-1.962484049223583986e-06,-2.216426179018606964e-05,-2.180537832470648836e-05,4.731291696058998082e-03,-1.032684088137945802e-03
3.897715894868585718e+00,1.163539194813351385e-01,-1.088369203033409116e-01,8.038010309046308421e-01,-1.657627479042134977e-01,8.162286727496728157e-04,-2.153545570293304357e-05,-4.821327479052101368e-07,-1.896563256618846178e-06,-2.142812212912045147e-05,-2.107292507354273560e-05,4.672851717441897125e-03,-1.018036936952865495e-03
3.907697121401751961e+00,1.152720568757480829e-01,-1.079434896890842793e-01,8.030987531674016466e-01,-1.650505623393030974e-01,8.020013176857642995e-04,-2.082159843360080934e-05,-4.660942365099507599e-07,-1.832756293832387755e-06,-2.071529940044225797e-05,-2.036395882035986479e-05,4.614946435048266488e-03,-1.003541180684109756e-03
3.917678347934918648e+00,1.141990843027985841e-01,-1.070555689393970361e-01,8.023950678653711810e-01,-1.643416809024284830e-01,7.880004589063084250e-04,-2.013031145114247298e-05,-4.505647613772660310e-07,-1.770999505486211808e-06,-2.002510050565626965e-05,-1.967777228318013280e-05,4.557574913857072481e-03,-9.891967977935919518e-04
3.927659574468084891e+00,1.131349467871010650e-01,-1.061731539653175127e-01,8.016900257550396702e-01,-1.636361006368930726e-01,7.742230208748495822e-04,-1.946092493507411858e-05,-4.355291559284281961e-07,-1.711230983838074803e-06,-1.935685137459681107e-05,-1.901367759820083152e-05,4.500736120942185059e-03,-9.750037124614178811e-04
3.937640801001251578e+00,1.120795893972618695e-01,-1.052962400793191061e-01,8.009836768941956953e-01,-1.629338182618911002e-01,7.606659565139814059e-04,-1.881278720718183804e-05,-4.209726696174880615e-07,-1.653390532241741597e-06,-1.870989642744391563e-05,-1.837100591379712885e-05,4.444428927755834230e-03,-9.609617963255258962e-04
3.947622027534417821e+00,1.110329572513827079e-01,-1.044248220117658804e-01,8.002760706541444113e-01,-1.622348301824732830e-01,7.473262473314643169e-04,-1.818526430919617897e-05,-4.068809490717333700e-07,-1.597419616171897452e-06,-1.808359773652148283e-05,-1.774910684635441519e-05,4.388652112780251982e-03,-9.470708703194850430e-04
3.957603254067584508e+00,1.099949955232743526e-01,-1.035588939175362960e-01,7.995672557190944829e-01,-1.615391324941654327e-01,7.342009034684361972e-04,-1.757773958625048256e-05,-3.932400302333898659e-07,-1.543261332639041708e-06,-1.747733467703954950e-05,-1.714734814043379591e-05,4.333404363774066327e-03,-9.333307063438288148e-04
3.967584480600750751e+00,1.089656494476374388e-01,-1.026984493920577307e-01,7.988572800981385003e-01,-1.608467209926093267e-01,7.212869637979231084e-04,-1.698961327871917589e-05,-3.800363340918028037e-07,-1.490860364552055200e-06,-1.689050373741345860e-05,-1.656511516168950203e-05,4.278684280357873682e-03,-9.197410290277120530e-04
3.977565707133917439e+00,1.079448643261413654e-01,-1.018434814779264758e-01,7.981461911249418950e-01,-1.601575911781171202e-01,7.085814959516037979e-04,-1.642030212005506329e-05,-3.672566620964634827e-07,-1.440162943294188871e-06,-1.632251831539837701e-05,-1.600181048104654197e-05,4.224490376222001485e-03,-9.063015173333316453e-04
3.987546933667083682e+00,1.069325855322931368e-01,-1.009939826805063556e-01,7.974340354694527955e-01,-1.594717382649839532e-01,6.960815963921284776e-04,-1.586923894275443748e-05,-3.548881849916634527e-07,-1.391116815590157731e-06,-1.577280822185170948e-05,-1.545685350655730944e-05,4.170821081644373457e-03,-8.930118062427958112e-04
3.997528160200250369e+00,1.059287585173789015e-01,-1.001499449745526377e-01,7.967208591379013605e-01,-1.587891571859841866e-01,6.837843904197276864e-04,-1.533587229049100643e-05,-3.429184250432798966e-07,-1.343671198276164153e-06,-1.524081889081244051e-05,-1.492967998084626827e-05,4.117674745658116836e-03,-8.798714882970463036e-04
4.007509386733416612e+00,1.049333288150325061e-01,-9.931135981936328738e-02,7.960067074842215318e-01,-1.581098426013544389e-01,6.716870322197395935e-04,-1.481966603812533251e-05,-3.313352488814695697e-07,-1.297776750746192438e-06,-1.472601106139864792e-05,-1.441974167495769480e-05,4.065049638500457634e-03,-8.668801152094047276e-04
4.017490613266583743e+00,1.039462420470364939e-01,-9.847821816541241224e-02,7.952916252103650052e-01,-1.574337889032360605e-01,6.597867048502930286e-04,-1.432009901801004237e-05,-3.201268638953831210e-07,-1.253385533110648203e-06,-1.422786061757258447e-05,-1.392650592345164642e-05,4.012943953738737010e-03,-8.540371993404552572e-04
4.027471839799749986e+00,1.029674439276026809e-01,-9.765051046904520138e-02,7.945756563774197812e-01,-1.567609902243286557e-01,6.480806202664226310e-04,-1.383666465391996123e-05,-3.092818143019670769e-07,-1.210450972007751961e-06,-1.374585841342075916e-05,-1.344945524453057763e-05,3.961355810649384163e-03,-8.413422152398176371e-04
4.037453066332916229e+00,1.019968802690290194e-01,-9.682822669912488633e-02,7.938588444062425475e-01,-1.560914404422824031e-01,6.365660192899973103e-04,-1.336887060136513515e-05,-2.987889709122161692e-07,-1.168927830751644427e-06,-1.327950981832071919e-05,-1.298808700835160559e-05,3.910283256300981815e-03,-8.287946010584657961e-04
4.047434292866083361e+00,1.010344969857044500e-01,-9.601135635126473167e-02,7.931412320882602618e-01,-1.554251331880232290e-01,6.252401716117713401e-04,-1.291623839528113250e-05,-2.886375145026619128e-07,-1.128772167883221624e-06,-1.282833397789608586e-05,-1.254191297648024121e-05,3.859724267862644533e-03,-8.163937600203767129e-04
4.057415519399249604e+00,1.000802400996183283e-01,-9.519988845449112169e-02,7.924228615864217229e-01,-1.547620618500978040e-01,6.141003757446844092e-04,-1.247830310415289269e-05,-2.788169293227807329e-07,-1.089941312477037176e-06,-1.239186352545692221e-05,-1.211045902752263632e-05,3.809676754642875654e-03,-8.041390617737698490e-04
4.067396745932415847e+00,9.913405574410269483e-02,-9.439381158500884106e-02,7.917037744456748571e-01,-1.541022195826732832e-01,6.031439590051738790e-04,-1.205461299127233715e-05,-2.693170000914115860e-07,-1.052393826073569812e-06,-1.196964444850718132e-05,-1.169326473415077578e-05,3.760138560327006690e-03,-7.920298437943582535e-04
4.077377972465582090e+00,9.819589016918879587e-02,-9.359311387287994055e-02,7.909840115942312622e-01,-1.534455993098354509e-01,5.923682774508962599e-04,-1.164472918244568233e-05,-2.601278086612952748e-07,-1.016089471645359619e-06,-1.156123594050201259e-05,-1.128988301828177326e-05,3.711107464970565036e-03,-7.800654126770036056e-04
4.087359198998749221e+00,9.726568974510153842e-02,-9.279778301532158602e-02,7.902636133537153107e-01,-1.527921937332676061e-01,5.817707158426116496e-04,-1.124822534059730832e-05,-2.512397246817381434e-07,-9.809891868615671428e-07,-1.116620998585502982e-05,-1.089987985401741289e-05,3.662581187165734123e-03,-7.682450454723570819e-04
4.097340425531915464e+00,9.634340096745838689e-02,-9.200780628339984279e-02,7.895426194407387799e-01,-1.521419953365033273e-01,5.713486875673401454e-04,-1.086468734680793896e-05,-2.426433901215337923e-07,-9.470550463739207761e-07,-1.078415067206816902e-05,-1.052283384859912020e-05,3.614557385988122554e-03,-7.565679909204438801e-04
4.107321652065081707e+00,9.542897046052914445e-02,-9.122317053486025951e-02,7.888210689767143347e-01,-1.514949963922880838e-01,5.610996345820727779e-04,-1.049371298801778695e-05,-2.343297134061409153e-07,-9.142502397959600279e-07,-1.041465392916181935e-05,-1.015833599773289000e-05,3.567033663092328277e-03,-7.450334707225243075e-04
4.117302878598247950e+00,9.452234498227221615e-02,-9.044386222083390658e-02,7.880990004897346912e-01,-1.508511889667866201e-01,5.510210273233271490e-04,-1.013491165112077775e-05,-2.262898670171948125e-07,-8.825390373113130508e-07,-1.005732742298643592e-05,-9.805989303459033897e-06,3.520007564611071782e-03,-7.336406807181200312e-04
4.127284105131415082e+00,9.362347142737446892e-02,-8.966986739820406727e-02,7.873764519240511461e-01,-1.502105649266341492e-01,5.411103646339239948e-04,-9.787904023498925917e-06,-2.185152847360788767e-07,-8.518867616702263505e-07,-9.711790432714617919e-06,-9.465408463002514771e-06,3.473476583180254169e-03,-7.223887920939825501e-04
4.137265331664581325e+00,9.273229683211997587e-02,-8.890117173632096359e-02,7.866534606422460607e-01,-1.495731159430969126e-01,5.313651736598606944e-04,-9.452321799878995835e-06,-2.109976531379665857e-07,-8.222597643710849190e-07,-9.377673472798515248e-06,-9.136219604123165626e-06,3.427438159789527195e-03,-7.112769525060811142e-04
4.147246558197747568e+00,9.184876837722336096e-02,-8.813776052890823220e-02,7.859300634343791003e-01,-1.489388334988196727e-01,5.217830097613380610e-04,-9.127807395410831223e-06,-2.037288972038835114e-07,-7.936253915553333323e-07,-9.054617653505933701e-06,-8.818059906170370876e-06,3.381889685737321863e-03,-7.003042872275738739e-04
4.157227784730913811e+00,9.097283339252570933e-02,-8.737961870078175819e-02,7.852062965204426037e-01,-1.483077088919381448e-01,5.123614563978279735e-04,-8.814013664976982446e-06,-1.967011750351449406e-07,-7.659519644556011060e-07,-8.742274446006441664e-06,-8.510577382840013371e-06,3.336828504432018741e-03,-6.894699002172833754e-04
4.167209011264080942e+00,9.010443935963634299e-02,-8.662673081930263863e-02,7.844821955591768647e-01,-1.476797332425299758e-01,5.030981250245142875e-04,-8.510603628512615360e-06,-1.899068760209824963e-07,-7.392087485135450887e-07,-8.440305600932555626e-06,-8.213430539039389498e-06,3.292251913277718153e-03,-6.787728752086069888e-04
4.177190237797247185e+00,8.924353391645097056e-02,-8.587908110109432336e-02,7.837577956507979504e-01,-1.470548974966779665e-01,4.939906549663889909e-04,-8.217250202445677043e-06,-1.833386186226345854e-07,-7.133659282423753945e-07,-8.148383049894870417e-06,-7.926288091581948827e-06,3.248157165425235356e-03,-6.682122767259953680e-04
4.187171464330413428e+00,8.839006485961507786e-02,-8.513665342304879702e-02,7.830331313454875763e-01,-1.464331924326316703e-01,4.850367133012133385e-04,-7.933635936942386480e-06,-1.769892426711899681e-07,-6.883945861200007440e-07,-7.866188563163998581e-06,-7.648828734666674839e-06,3.204541471589440228e-03,-6.577871511167377849e-04
4.197152690863579672e+00,8.754398014885948764e-02,-8.439943132903621192e-02,7.823082366463786075e-01,-1.458146086648193229e-01,4.762339947234441907e-04,-7.659452759145198754e-06,-1.708517960826702052e-07,-6.642666719419930162e-07,-7.593413159229787323e-06,-7.380740799355478335e-06,3.161402001749466246e-03,-6.474965275169672916e-04
4.207133917396745915e+00,8.670522790929983958e-02,-8.366739804047296225e-02,7.815831450177260775e-01,-1.451991366497289992e-01,4.675802214147931220e-04,-7.394401722017755490e-06,-1.649195301034386969e-07,-6.409549855364275103e-07,-7.329756893486164634e-06,-7.121722061515861084e-06,3.118735886898612360e-03,-6.373394188282628745e-04
4.217115143929913046e+00,8.587375643558449456e-02,-8.294053646301666194e-02,7.808578893881368277e-01,-1.445867666898661419e-01,4.590731428987420478e-04,-7.138192759039645588e-06,-1.591858979168109428e-07,-6.184331491833817340e-07,-7.074928796302708900e-06,-6.871479435370908343e-06,3.076540220693232356e-03,-6.273148226346964918e-04
4.227096370463079289e+00,8.504951419404357948e-02,-8.221882919670603362e-02,7.801325021584298858e-01,-1.439774889393637403e-01,4.507105358997319793e-04,-6.890544444316284855e-06,-1.536445528646006089e-07,-5.966755851556723660e-07,-6.828646793982249851e-06,-6.629728723951915460e-06,3.034812061136303064e-03,-6.174217221261956963e-04
4.237077596996245532e+00,8.423244982664483682e-02,-8.150225854263336289e-02,7.794070152050939226e-01,-1.433712934078822665e-01,4.424902041889935945e-04,-6.651183758383576016e-06,-1.482893415362919537e-07,-5.756574970984286503e-07,-6.590637401612976239e-06,-6.396194412204762922e-06,2.993548432174542202e-03,-6.076590869681338433e-04
4.247058823529411775e+00,8.342251215300504341e-02,-8.079080651266681845e-02,7.786814598878458726e-01,-1.427681699659575920e-01,4.344099784333545406e-04,-6.419845859241912131e-06,-1.431142916371393380e-07,-5.553548426305384147e-07,-6.360635183872859797e-06,-6.170609362561538506e-06,2.952746325316859839e-03,-5.980258741733854473e-04
4.257040050062578906e+00,8.261965017415039136e-02,-8.008445483609287485e-02,7.779558670533017750e-01,-1.421681083488415542e-01,4.264677160330839888e-04,-6.196273858920099818e-06,-1.381136077323431433e-07,-5.357443181216737930e-07,-6.138382565881917714e-06,-5.952714645796375572e-06,2.912402701179394194e-03,-5.885210289259628063e-04
4.267021276595745150e+00,8.182381307440295126e-02,-7.938318496893251308e-02,7.772302670422429616e-01,-1.415710981615963260e-01,4.186613009612662390e-04,-5.980218605088412855e-06,-1.332816701778441321e-07,-5.168033341887556735e-07,-5.923629785681961756e-06,-5.742259268763951834e-06,2.872514491040133958e-03,-5.791434854036817213e-04
4.277002503128911393e+00,8.103495022494114353e-02,-7.868697810054491038e-02,7.765046896934822973e-01,-1.409771288828721436e-01,4.109886435943160138e-04,-5.771438468028473560e-06,-1.286130336852633944e-07,-4.985099957207903265e-07,-5.716134830456150672e-06,-5.538999952453225803e-06,2.833078598331624422e-03,-5.698921675573230625e-04
4.286983729662077636e+00,8.025301118557402746e-02,-7.799581516254959490e-02,7.757791643508512580e-01,-1.403861898697583155e-01,4.034476805428250843e-04,-5.569699132477934144e-06,-1.241024211657608806e-07,-4.808430855263471507e-07,-5.515663162922706415e-06,-5.342700950292746401e-06,2.794091900133125871e-03,-5.607659898858114106e-04
4.296964956195244767e+00,7.947794570809851855e-02,-7.730967683538343682e-02,7.750537198672434736e-01,-1.397982703614948086e-01,3.960363744753853804e-04,-5.374773394652556329e-06,-1.197447127464604956e-07,-4.637820399677028219e-07,-5.321987233176022546e-06,-5.153133777418920338e-06,2.755551248610885531e-03,-5.517638581723775977e-04
4.306946182728411010e+00,7.870970373797360475e-02,-7.662854355684148300e-02,7.743283846113340196e-01,-1.392133594840896937e-01,3.887527139417728552e-04,-5.186440963974030773e-06,-1.155349419779392618e-07,-4.473069356036631221e-07,-5.134886310130633927e-06,-4.970077062262923344e-06,2.717453472449264489e-03,-5.428846702141218190e-04
4.316927409261577253e+00,7.794823541747084028e-02,-7.595239552857804832e-02,7.736031864717839435e-01,-1.386314462539610659e-01,3.815947131906770535e-04,-5.004488269791051496e-06,-1.114682950120578720e-07,-4.313984675172382963e-07,-4.954146444980350057e-06,-4.793316305747092040e-06,2.679795378238516469e-03,-5.341273165166345342e-04
4.326908635794743496e+00,7.719349108725975794e-02,-7.528121272427944211e-02,7.728781528637032050e-01,-1.380525195823307238e-01,3.745604119860436606e-04,-4.828708272642213998e-06,-1.075401094426714823e-07,-4.160379316197975895e-07,-4.779560419674288667e-06,-4.622643684664417802e-06,2.642573751846356931e-03,-5.254906809797858921e-04
4.336889862327910627e+00,7.644542128934955771e-02,-7.461497489610090239e-02,7.721533107329980883e-01,-1.374765682787933985e-01,3.676478754192926920e-04,-4.658900280325122312e-06,-1.037458688520131095e-07,-4.012072103477923317e-07,-4.610927504533916215e-06,-4.457857892753248036e-06,2.605785359753346256e-03,-5.169736415522531610e-04
4.346871088861076871e+00,7.570397676859677571e-02,-7.395366158248474486e-02,7.714286865625926692e-01,-1.369035810554964927e-01,3.608551937196004603e-04,-4.494869768348064863e-06,-1.000811929304212527e-07,-3.868887510932944466e-07,-4.448053019129833808e-06,-4.298763901036605009e-06,2.569426950366413259e-03,-5.085750708753522878e-04
4.356852315394243114e+00,7.496910847543516998e-02,-7.329725211452389755e-02,7.707043063769001279e-01,-1.363335465306333705e-01,3.541804820611507633e-04,-4.336428204998997358e-06,-9.654183411123882381e-08,-3.730655545235472633e-07,-4.290748182721725361e-06,-4.145172828039413966e-06,2.533495255301970728e-03,-5.002938368988842479e-04
4.366833541927409357e+00,7.424076756731634585e-02,-7.264572562343940554e-02,7.699801957478156211e-01,-1.357664532324185935e-01,3.476218803680990025e-04,-4.183392880642627008e-06,-9.312367695933577483e-08,-3.597211554937015727e-07,-4.138830087081590087e-06,-3.996901727707795793e-06,2.497986990642954170e-03,-4.921288034847931189e-04
4.376814768460576488e+00,7.351890541122643730e-02,-7.199906104686208674e-02,7.692563797992943986e-01,-1.352022896025023846e-01,3.411775531173830210e-04,-4.035586741445463128e-06,-8.982273724921793331e-08,-3.468396074288091636e-07,-3.992121655520797107e-06,-3.853773415875657656e-06,2.462898858169925136e-03,-4.840788309857385358e-04
4.386795994993742731e+00,7.280347358506943090e-02,-7.135723713598367268e-02,7.685328832131296251e-01,-1.346410439997514363e-01,3.348456891390721524e-04,-3.892838227178739295e-06,-8.663515713667167271e-08,-3.344054698627912703e-07,-3.850451428296519352e-06,-3.715616331808792057e-06,2.428227546563200331e-03,-4.761427768103199901e-04
4.396777221526908974e+00,7.209442387996896351e-02,-7.072023246174742594e-02,7.678097302336192032e-01,-1.340827047035808295e-01,3.286245014152332981e-04,-3.754981113260537632e-06,-8.355719627342568437e-08,-3.224037894319997288e-07,-3.713653167707808430e-06,-3.582264327022219233e-06,2.393969732582258876e-03,-4.683194959657541699e-04
4.406758448060075217e+00,7.139170830160364301e-02,-7.008802542168693361e-02,7.670869446731426455e-01,-1.335272599175500174e-01,3.225122268763259449e-04,-3.621854356729767187e-06,-8.058522882884265979e-08,-3.108200896946144822e-07,-3.581565725726340718e-06,-3.453556552162383206e-06,2.360122082214526074e-03,-4.606078415863656223e-04
4.416739674593242349e+00,7.069527907229343489e-02,-6.946059424601792875e-02,7.663645499168998398e-01,-1.329746977726100621e-01,3.165071261966059509e-04,-3.493301946272271692e-06,-7.771574310683371132e-08,-2.996403543836749708e-07,-3.454033026970387240e-06,-3.329337270929721921e-06,2.326681251803536937e-03,-4.530066654417366995e-04
4.426720901126408592e+00,7.000508863229584766e-02,-6.883791700417868364e-02,7.656425689282994052e-01,-1.324250063305235647e-01,3.106074835871906531e-04,-3.369172756036644476e-06,-7.494534086368580320e-08,-2.888510136692977122e-07,-3.330904038386035886e-06,-3.209455707436641552e-06,2.293643889145959708e-03,-4.455148184301222208e-04
4.436702127659574835e+00,6.932108964167590925e-02,-6.821997161081445882e-02,7.649210242537520799e-01,-1.318781735870242222e-01,3.048116065884494928e-04,-3.249320403317428947e-06,-7.227073302777551730e-08,-2.784389333407148650e-07,-3.212032579012245166e-06,-3.093765926007943250e-06,2.261006634568981429e-03,-4.381311510534030454e-04
4.446683354192741078e+00,6.864323498157141878e-02,-6.760673583203363757e-02,7.641999380278858833e-01,-1.313341874750704463e-01,2.991178258603279351e-04,-3.133603109889781962e-06,-6.968873168938649689e-08,-2.683913981249668723e-07,-3.097276963972733430e-06,-2.982126645832965201e-06,2.228766121977165428e-03,-4.308545138770413885e-04
4.456664580725908209e+00,6.797147775584705398e-02,-6.699818729127730854e-02,7.634793319783763632e-01,-1.307930358679144922e-01,2.935244949721615417e-04,-3.021883567030031156e-06,-6.719624745913190384e-08,-2.586961028408229801e-07,-2.986499887072529130e-06,-2.874401142675810819e-06,2.196918979879649604e-03,-4.236837579731589040e-04
4.466645807259074452e+00,6.730577129233614175e-02,-6.639430347530515808e-02,7.627592274310025511e-01,-1.302547065821989258e-01,2.880299901908096394e-04,-2.914028804052969898e-06,-6.479028926852223178e-08,-2.493411377636209838e-07,-2.879568411934321601e-06,-2.770457086262455658e-06,2.165461832388412139e-03,-4.166177353485990553e-04
4.476627033792240695e+00,6.664606914427897988e-02,-6.579506173994194296e-02,7.620396453144970828e-01,-1.297191873809326879e-01,2.826327102683004466e-04,-2.809910060357296337e-06,-6.246796388725132763e-08,-2.403149765842330978e-07,-2.776353950544503521e-06,-2.670166406491478771e-06,2.134391300195906567e-03,-4.096552993574129704e-04
4.486608260325406938e+00,6.599232509154812076e-02,-6.520043931580710161e-02,7.613206061654564927e-01,-1.291864659764389300e-01,2.773310762282918721e-04,-2.709402660856649910e-06,-6.022647217300935576e-08,-2.316064670460281834e-07,-2.676732096578193684e-06,-2.573405189400313149e-06,2.103704001526300431e-03,-4.027953050985552067e-04
4.496589486858573181e+00,6.534449314187248947e-02,-6.461041331393151121e-02,7.606021301331954421e-01,-1.286565300332362383e-01,2.721235311519450010e-04,-2.612385894745466964e-06,-5.806310194688106299e-08,-2.232048163526164941e-07,-2.580582308750269701e-06,-2.480053515029072098e-06,2.073396553064290899e-03,-3.960366097990463286e-04
4.506570713391740313e+00,6.470252753205203711e-02,-6.402496073124390452e-02,7.598842369845248967e-01,-1.281293671708464421e-01,2.670085399631910781e-04,-2.518742897522489085e-06,-5.597522565883000076e-08,-2.150995835023956855e-07,-2.487787807059111098e-06,-2.389995372248841055e-06,2.043465570860842490e-03,-3.893780731827715946e-04
4.516551939924906556e+00,6.406638272896930664e-02,-6.344405845605108341e-02,7.591669461085956971e-01,-1.276049649665788599e-01,2.619845892132061571e-04,-2.428360536180628406e-06,-5.396030023565984341e-08,-2.072806665479178677e-07,-2.398235566029326633e-06,-2.303118517199087643e-06,2.013907671213959090e-03,-3.828185578255618310e-04
4.526533166458072799e+00,6.343601343079907640e-02,-6.286768327329432526e-02,7.584502765215554998e-01,-1.270833109582059639e-01,2.570501868649346456e-04,-2.341129297529795171e-06,-5.201586668960737184e-08,-1.997382920784390745e-07,-2.311816297315883334e-06,-2.219314356427100757e-06,1.984719471530445572e-03,-3.763569294965194659e-04
4.536514392991239042e+00,6.281137456780910844e-02,-6.229581186988672470e-02,7.577342468713673673e-01,-1.265643926466491209e-01,2.522038620765179704e-04,-2.256943179522734501e-06,-5.013954688531341531e-08,-1.924630071418016466e-07,-2.228424306013929452e-06,-2.138477857131129571e-06,1.955897591159470178e-03,-3.699920574862275609e-04
4.546495619524406173e+00,6.219242130357035409e-02,-6.172842083975275951e-02,7.570188754423600175e-01,-1.260481974985303288e-01,2.474441649854970909e-04,-2.175699585592395213e-06,-4.832903732840971252e-08,-1.854456665247227341e-07,-2.147957214595987235e-06,-2.060507405830252883e-06,1.927438652211867047e-03,-3.637228149219881514e-04
4.556476846057572416e+00,6.157910903554950077e-02,-6.116548668901666125e-02,7.563041801600056679e-01,-1.255347129487577040e-01,2.427696664915315265e-04,-2.097299221834327717e-06,-4.658210712577775290e-08,-1.786774261276021412e-07,-2.070315872256788924e-06,-1.985304734751135149e-06,1.899339280347377363e-03,-3.575480790703420295e-04
4.566458072590738659e+00,6.097139339632353522e-02,-6.060698584083754753e-02,7.555901785953752503e-01,-1.250239264029608666e-01,2.381789580406653499e-04,-2.021645997082212315e-06,-4.489659782246272725e-08,-1.721497319037043681e-07,-1.995404347665009994e-06,-1.912774798930048511e-06,1.871596105552947352e-03,-3.514667316275475934e-04
4.576439299123904902e+00,6.036923025396705861e-02,-6.005289464044338138e-02,7.548768879698630752e-01,-1.245158252399748561e-01,2.336706514076566878e-04,-1.948646925676132759e-06,-4.327042304900864690e-08,-1.658543106953926458e-07,-1.923129913289273443e-06,-1.842825674393251691e-06,1.844205762884600129e-03,-3.454776589975662730e-04
4.586420525657072034e+00,5.977257571327567603e-02,-5.950318935977391005e-02,7.541643251595583353e-01,-1.240103968141665902e-01,2.292433784806699416e-04,-1.878212033008686956e-06,-4.170156574100518327e-08,-1.597831632868437945e-07,-1.853402921822452707e-06,-1.775368480964931027e-06,1.817164893206174841e-03,-3.395797525590688363e-04
4.596401752190238277e+00,5.918138611595143150e-02,-5.895784620235548085e-02,7.534525066999036014e-01,-1.235076284578164180e-01,2.248957910435180909e-04,-1.810254263617275955e-06,-4.018807274208246025e-08,-1.539285533575227814e-07,-1.786136566314776093e-06,-1.710317259528031010e-06,1.790470143886835125e-03,-3.337719089200158170e-04
4.606382978723404520e+00,5.859561804183772982e-02,-5.841684130776304829e-02,7.527414487899938278e-01,-1.230075074833420906e-01,2.206265605611093289e-04,-1.744689391941852729e-06,-3.872805303121256998e-08,-1.482830017721293824e-07,-1.721246801387225321e-06,-1.647588908579215431e-06,1.764118169501628945e-03,-3.280530301624207633e-04
4.616364205256570763e+00,5.801522830890692289e-02,-5.788015075633148876e-02,7.520311672971561334e-01,-1.225100211855773141e-01,2.164343779618898623e-04,-1.681435935488255544e-06,-3.731967758811438319e-08,-1.428392770105066215e-07,-1.658652337249528177e-06,-1.587103077894518100e-06,1.738105632485674283e-03,-3.224220240746268921e-04
4.626345431789737894e+00,5.744017397450967843e-02,-5.734775057344799337e-02,7.513216777611877450e-01,-1.220151568439001855e-01,2.123179534243517367e-04,-1.620415070547572083e-06,-3.596117910099021069e-08,-1.375903872076749863e-07,-1.598274626710676184e-06,-1.528782080085277672e-06,1.712429203797920284e-03,-3.168778043750168660e-04
