r_over_L,u,u_prime,initial_vc_over_vs,gravity_acceleration_L_over_vs2,internal_stress_acceleration_L_over_vs2,initial_delta_vc2_over_t2,delta_vc2_t015,delta_vc2_t030,delta_vc2_over_t2_t015,delta_vc2_over_t2_t030,required_confinement_mass_over_core_mass,required_confinement_density
3.344180225281602192e-01,9.816578136172648961e-01,-1.085913518350657275e-01,1.909475850167726418e-01,-1.090281556840058119e-01,6.870841851727334422e-03,-1.107107739184043371e-03,-2.438550897248937293e-05,-9.191317020099218794e-05,-1.083800398777305446e-03,-1.021257446677690953e-03,2.895603508603828064e-04,6.004619001960777303e-02
3.443992490613266844e-01,9.805584372038016472e-01,-1.116955319596496660e-01,1.965150566566501444e-01,-1.121319735685304270e-01,7.059336218544826590e-03,-1.168807605076973991e-03,-2.574644293471214950e-05,-9.706196432856610795e-05,-1.144286352653873335e-03,-1.078466270317401205e-03,3.155281065219705302e-04,5.980940543927044939e-02
3.543804755944931495e-01,9.794281364128722966e-01,-1.147878067811094749e-01,2.020710548041014520e-01,-1.152228014851636867e-01,7.246410273002650004e-03,-1.231708283126546274e-03,-2.713408796885306926e-05,-1.023140729279822667e-04,-1.205959465282358586e-03,-1.136823032533136255e-03,3.429353739939451293e-04,5.956648038564651970e-02
3.643617021276596146e-01,9.782670316737523963e-01,-1.178678560987461293e-01,2.076152672958623824e-01,-1.183003014933501768e-01,7.432028851368632089e-03,-1.295761133070035768e-03,-2.854738694322065908e-05,-1.076656548570103134e-04,-1.268772753032029353e-03,-1.196285053966781404e-03,3.718113339253114420e-04,5.931748381308547119e-02
3.743429286608260798e-01,9.770752466012241344e-01,-1.209353618143721304e-01,2.131473836798432331e-01,-1.213641388448019748e-01,7.616157283189772982e-03,-1.360916764896564915e-03,-2.998526582609407931e-05,-1.131128043654356920e-04,-1.332678481159736954e-03,-1.256808937393730013e-03,4.021841623523757215e-04,5.906248628291763114e-02
3.843241551939925449e-01,9.758529079743848422e-01,-1.239900079878350908e-01,2.186670952587239924e-01,-1.244139820583290840e-01,7.798761402306534848e-03,-1.427125086563678542e-03,-3.144663512208748738e-05,-1.186515563574324001e-04,-1.397628227648332845e-03,-1.318350626193693287e-03,4.340810119474299228e-04,5.880155993406207399e-02
3.943053817271589545e-01,9.746001457147872582e-01,-1.270314808921277072e-01,2.241740951330606912e-01,-1.274495029933423451e-01,7.979807557631668491e-03,-1.494335352211755485e-03,-3.293039084504636191e-05,-1.242778897274331976e-04,-1.463572926446505022e-03,-1.380865441415924429e-03,4.675279940027414699e-04,5.853477845297180848e-02
4.042866082603254196e-01,9.733170928640941799e-01,-1.300594690681991239e-01,2.296680782440621016e-01,-1.304703769221954301e-01,8.159262623698121386e-03,-1.562496210820524256e-03,-3.443541529730998076e-05,-1.299877299880512359e-04,-1.530462902102665800e-03,-1.444308110978347222e-03,5.025501611625450516e-04,5.826221704296127846e-02
4.142678347934918848e-01,9.720038855611764506e-01,-1.330736633793989654e-01,2.351487414159519063e-01,-1.334762826012551862e-01,8.337094010967166166e-03,-1.631555755248677428e-03,-3.596057844048761463e-05,-1.357769542979391690e-04,-1.598247930688338585e-03,-1.508632825532657410e-03,5.391714909144819899e-04,5.798395239291802283e-02
4.242490613266583499e-01,9.706606630186306317e-01,-1.360737570655241313e-01,2.406157833978846694e-01,-1.364669023406505644e-01,8.513269675890796848e-03,-1.701461571597872582e-03,-3.750473876416994767e-05,-1.416413940109487808e-04,-1.666877278407553290e-03,-1.573793266788319932e-03,5.774148698514232564e-04,5.770006264540832042e-02
4.342302878598248150e-01,9.692875674988468138e-01,-1.390594457965521613e-01,2.460689049055310995e-01,-1.394419220728186637e-01,8.687758130731026984e-03,-1.772160788844462896e-03,-3.906674439970549340e-05,-1.475768387917526195e-04,-1.736299751098022062e-03,-1.639742653241695785e-03,6.173020787145593047e-04,5.741062736421330415e-02
4.442115143929912802e-01,9.678847442894066289e-01,-1.420304277258715442e-01,2.515078086620924913e-01,-1.424010314195623128e-01,8.860528453118732967e-03,-1.843600128677137014e-03,-4.064543423895967858e-05,-1.535790405093011150e-04,-1.806463743953763516e-03,-1.706433783436679067e-03,6.588537782267126072e-04,5.711572750127502651e-02
4.541927409261577453e-01,9.664523416781340970e-01,-1.449864035432566201e-01,2.569321994390753594e-01,-1.453439237579829679e-01,9.031550295366881295e-03,-1.915725955486916651e-03,-4.223963890745299174e-05,-1.596437165829453551e-04,-1.877317284775688582e-03,-1.773819073143837388e-03,7.020894957263472663e-04,5.681544536311858296e-02
4.641739674593241549e-01,9.649905109273922976e-01,-1.479270765272291677e-01,2.623417840963666037e-01,-1.482702962847558814e-01,9.200793893508835142e-03,-1.988484326444522454e-03,-4.384818181067406419e-05,-1.657665538700107803e-04,-1.948808080474402973e-03,-1.841850598555675421e-03,7.470276126090291940e-04,5.650986457670229002e-02
4.741551939924906200e-01,9.634994062481301302e-01,-1.508521525972251476e-01,2.677362716221624583e-01,-1.511798500793637423e-01,9.368230076089242506e-03,-2.061821041615349327e-03,-4.546988041172198887e-05,-1.719432127221797726e-04,-2.020883573854310652e-03,-1.910480141357553041e-03,7.936853525865598035e-04,5.619907005479012063e-02
4.841364205256570852e-01,9.619791847730997381e-01,-1.537613403650352761e-01,2.731153731720689648e-01,-1.540722901655059984e-01,9.533830272666006175e-03,-2.135681694043910402e-03,-4.710354708168804289e-05,-1.781693301669645636e-04,-2.093490981408357727e-03,-1.979659224077384184e-03,8.420787707681272848e-04,5.588314796077263613e-02
4.941176470588235503e-01,9.604300065299111733e-01,-1.566543511861111793e-01,2.784788021081492371e-01,-1.569473255715506665e-01,9.697566522063522099e-03,-2.210011719762352157e-03,-4.874799029834917576e-05,-1.844405241321498616e-04,-2.166577346593296857e-03,-2.049339157023887231e-03,8.922227435735920458e-04,5.556218567305644396e-02
5.040988735919900154e-01,9.588520344131943318e-01,-1.595308992100328838e-01,2.838262740370169346e-01,-1.598046693890011472e-01,9.859411480323685556e-03,-2.284756447651886679e-03,-5.040201575747812963e-05,-1.907523973226450057e-04,-2.240089589221250146e-03,-2.119471081362722491e-03,9.441309594806508027e-04,5.523627174892607739e-02
5.140801001251564806e-01,9.572454341566742908e-01,-1.623907014308991481e-01,2.891575068479650956e-01,-1.626440388300870177e-01,1.001933842840718736e-02,-2.359861149116537684e-03,-5.206442713784659886e-05,-1.971005401214443625e-04,-2.313974539459849079e-03,-2.190006001349381962e-03,9.978159106160226777e-04,5.490549588801843517e-02
5.240613266583229457e-01,9.556103743043021792e-01,-1.652334777367710228e-01,2.944722207500216626e-01,-1.654651552832196448e-01,1.017732127958022141e-02,-2.435271087495310613e-03,-5.373402766535516589e-05,-2.034805357406581046e-04,-2.388179007349118532e-03,-2.260894841562867841e-03,1.053288885189653011e-03,5.456994889529794696e-02
5.340425531914894108e-01,9.539470261813652874e-01,-1.680589509590880715e-01,2.997701383091226357e-01,-1.682677443676459383e-01,1.033333458655056811e-02,-2.510931567177233665e-03,-5.540962074157725748e-05,-2.098879626183848155e-04,-2.462649810736767132e-03,-2.332088473537609254e-03,1.110559960782190464e-03,5.422972264368722956e-02
5.440237797246558760e-01,9.522555638646140741e-01,-1.708668469210368746e-01,3.050509844841031160e-01,-1.710515359858323647e-01,1.048735354827791053e-02,-2.586787982343079391e-03,-5.709001116612967715e-05,-2.163183987777426911e-04,-2.537333829605763549e-03,-2.403537764197141192e-03,1.169637998481886645e-03,5.388491003623042952e-02
5.540050062578223411e-01,9.505361641524192606e-01,-1.736568944859335772e-01,3.103144866628744225e-01,-1.738162643751084424e-01,1.063935401653256022e-02,-2.662785865303357591e-03,-5.877400633403575701e-05,-2.227674260561220403e-04,-2.612178059290478065e-03,-2.475193622845800641e-03,1.230530637881335288e-03,5.353560496795287810e-02
5.639862327909888062e-01,9.487890065339265044e-01,-1.764288256044670711e-01,3.155603746973281165e-01,-1.765616681569273094e-01,1.078931250211868052e-02,-2.738870934354685656e-03,-6.046041675246105983e-05,-2.292306321368558532e-04,-2.687129633442713987e-03,-2.547007023742842765e-03,1.293244292927325009e-03,5.318190228728946617e-02
5.739674593241552714e-01,9.470142731582709139e-01,-1.791823753619841142e-01,3.207883809384756146e-01,-1.792874903854288771e-01,1.093720618084448315e-02,-2.814989141129081024e-03,-6.214805778340792971e-05,-2.357036164342224632e-04,-2.762135901484797165e-03,-2.618929071491360883e-03,1.357784148634328487e-03,5.282389775724895958e-02
5.839486858573216255e-01,9.452121488027918073e-01,-1.819172820245595346e-01,3.259982402702450988e-01,-1.819934785935334587e-01,1.108301289914908477e-02,-2.891086717357503437e-03,-6.383575008072840575e-05,-2.421819918153222311e-04,-2.837144448032373565e-03,-2.690911020170247241e-03,1.424154158652131538e-03,5.246168801618607269e-02
5.939299123904880906e-01,9.433828208413205241e-01,-1.846332870851172814e-01,3.311896901435419927e-01,-1.846793848383582459e-01,1.122671117947420666e-02,-2.967110221026685035e-03,-6.552232078837570814e-05,-2.486613889219215878e-04,-2.912103146150031401e-03,-2.762904321354684237e-03,1.492357043698081323e-03,5.209537053834770864e-02
6.039111389236545557e-01,9.415264792114853565e-01,-1.873301353082802712e-01,3.363624706089214378e-01,-1.873449657441083882e-01,1.136828022528668658e-02,-3.043006581850812332e-03,-6.720660477566751327e-05,-2.551374605826464107e-04,-2.986960212251889551e-03,-2.834860673140515794e-03,1.562394290841860513e-03,5.172504359406971536e-02
6.138923654568210209e-01,9.396433163820886447e-01,-1.900075747752594801e-01,3.415163243495265566e-01,-1.899899825442846191e-01,1.150769992584294368e-02,-3.118723146041022486e-03,-6.888744493303707538e-05,-2.616058830709736991e-04,-3.061664219246092167e-03,-2.906732034121930087e-03,1.634266153653000150e-03,5.135080620978407784e-02
6.238735919899874860e-01,9.377335273195355203e-01,-1.926653569274366651e-01,3.466509967126226166e-01,-1.926142011213439198e-01,1.164495086060057284e-02,-3.194207720295712954e-03,-7.056369399806833146e-05,-2.680623624051337982e-04,-3.136164177691926156e-03,-2.978470693390375488e-03,1.707971653196741022e-03,5.097275812772281145e-02
6.338548185231539511e-01,9.357973094543174941e-01,-1.953032366099521633e-01,3.517662357413702812e-01,-1.952173920456412026e-01,1.178001430336808077e-02,-3.269408614997733418e-03,-7.223421482398990922e-05,-2.745026354787157463e-04,-3.210409547732885095e-03,-3.050029283096841650e-03,1.783508579887840059e-03,5.059099976546698602e-02
6.438360450563204163e-01,9.338348626465973190e-01,-1.979209721139736644e-01,3.568617922052079172e-01,-1.977993306118374650e-01,1.191287222610033260e-02,-3.344274686544198606e-03,-7.389788151184983043e-05,-2.809224741960685522e-04,-3.284350289415548067e-03,-3.121360824400761739e-03,1.860873496186040256e-03,5.020563217524158517e-02
6.538172715894868814e-01,9.318463891518204978e-01,-2.005183252189131349e-01,3.619374196304194768e-01,-2.003597968745259583e-01,1.204350730242743743e-02,-3.418755378797255166e-03,-7.555358063792145097e-05,-2.873176899081647637e-04,-3.357936917240953497e-03,-3.192418776757386528e-03,1.940061740141768272e-03,4.981675700308933752e-02
6.637984981226533465e-01,9.298320935854891278e-01,-2.030950612333343730e-01,3.669928743293515150e-01,-2.028985756813703745e-01,1.217190291083013881e-02,-3.492800763585549723e-03,-7.720021135344458548e-05,-2.936841339794406085e-04,-3.431120504597537108e-03,-3.263157044216006761e-03,2.021067429774361154e-03,4.942447644784109945e-02
6.737797246558198117e-01,9.277921828879209798e-01,-2.056509490357302516e-01,3.720279154297376212e-01,-2.054154567053734781e-01,1.229804313754313122e-02,-3.566361580246073075e-03,-7.883668721393533648e-05,-3.000177042200561544e-04,-3.503852765063792708e-03,-3.333530046889513019e-03,2.103883468289875162e-03,4.902889321999893968e-02
6.837609511889862768e-01,9.257268662882480736e-01,-2.081857611140202902e-01,3.770423049027367690e-01,-2.079102344747325859e-01,1.242191277910777332e-02,-3.639389274141507057e-03,-8.046193629843826386e-05,-3.063143454918122103e-04,-3.576086057708367620e-03,-3.403492727686802458e-03,2.188501550119911244e-03,4.863011050046760902e-02
6.937421777221527419e-01,9.236363552683474198e-01,-2.106992736048208525e-01,3.820358075909788820e-01,-2.103827084017164673e-01,1.254349734464662094e-02,-3.711836034143094643e-03,-8.207490223827373043e-05,-3.125700535301655135e-04,-3.647773432812165869e-03,-3.473000594779617010e-03,2.274912167786467473e-03,4.822823189923271248e-02
7.037234042553192070e-01,9.215208635260958570e-01,-2.131912663314831646e-01,3.870081912354102482e-01,-2.128326828092299838e-01,1.266278305779211348e-02,-3.783654829020780420e-03,-8.367454539263460410e-05,-3.187808792569998438e-04,-3.718868684117093443e-03,-3.542009769522220727e-03,2.363104619573965469e-03,4.782336141393989104e-02
7.137046307884856722e-01,9.193806069385024315e-01,-2.156615228417900765e-01,3.919592265020284683e-01,-2.152599669562729745e-01,1.277975685833062335e-02,-3.854799442730187913e-03,-8.525984277555164847e-05,-3.249429287313584133e-04,-3.789326345580073217e-03,-3.610476985903982635e-03,2.453067018010896341e-03,4.741560338845461631e-02
7.236858573216521373e-01,9.172158035242482521e-01,-2.181098304444845926e-01,3.968886870075207240e-01,-2.176643750612104466e-01,1.289440640350705478e-02,-3.925224508545770326e-03,-8.682978982100480038e-05,-3.310523694668256515e-04,-3.859101769822435597e-03,-3.678359660742507552e-03,2.544786299142520053e-03,4.700506247137595239e-02
7.336670838548186024e-01,9.150266734060527041e-01,-2.205359802453280560e-01,4.017963493446577439e-01,-2.200457263237950989e-01,1.300672006903817388e-02,-3.994885542028639089e-03,-8.838340036987678901e-05,-3.371054305681947917e-04,-3.928151127550079391e-03,-3.745615895202164449e-03,2.638248232593975919e-03,4.659184357456618020e-02
7.436483103879850676e-01,9.128134387725307386e-01,-2.229397671820687599e-01,4.066819931067118254e-01,-2.224038449451438137e-01,1.311668694979444341e-02,-4.063738972786843165e-03,-8.991970756636349612e-05,-3.430984061357415880e-04,-3.996431447393933474e-03,-3.812204512619351074e-03,2.733437432406134356e-03,4.617605183168600053e-02
7.536295369211514217e-01,9.105763238398245640e-01,-2.253209900587984371e-01,4.115454009114826173e-01,-2.247385601463139926e-01,1.322429686018389457e-02,-4.131742175014904359e-03,-9.143776494413917140e-05,-3.490276593231324037e-04,-4.063900664183963535e-03,-3.878085103590360114e-03,2.830337368639901201e-03,4.575779255678241036e-02
7.636107634543178868e-01,9.083155548128105661e-01,-2.276794515793093832e-01,4.163863584244800187e-01,-2.270497061849910125e-01,1.332954033421378595e-02,-4.198853496779605954e-03,-9.293664620181545208e-05,-3.548896217428527825e-04,-4.130517608969575503e-03,-3.943218019365031350e-03,2.928930379732831712e-03,4.533717120293275643e-02
7.735919899874843519e-01,9.060313598460303375e-01,-2.300149583796890218e-01,4.212046543815587962e-01,-2.293371223706164863e-01,1.343240862524782038e-02,-4.265032288036612988e-03,-9.441544684474090644e-05,-3.606807994562716323e-04,-4.196242081988484779e-03,-4.007564438403018667e-03,3.029197685599597893e-03,4.491429332097958416e-02
7.835732165206508171e-01,9.037239690042809803e-01,-2.323273210600133587e-01,4.260000806108512061e-01,-2.316006530777957040e-01,1.353289370545156418e-02,-4.330238927354781650e-03,-9.587328405400001596e-05,-3.663977726892903410e-04,-4.261034846844445612e-03,-4.071086363214336881e-03,3.131119401462251380e-03,4.448926451837082602e-02
7.935544430538172822e-01,9.013936142228806681e-01,-2.346163542151215309e-01,4.307724320539906837e-01,-2.338401477579848398e-01,1.363098826492728510e-02,-4.394434847330045552e-03,-9.730929743073898669e-05,-3.720371987376467574e-04,-4.324857663588399168e-03,-4.133746652640519527e-03,3.234674552397223332e-03,4.406219041813008719e-02
8.035356695869837473e-01,8.990405292676764137e-01,-2.368818764645933550e-01,4.355215067867781453e-01,-2.360554609496307299e-01,1.372668571054839852e-02,-4.457582558676067945e-03,-9.872264996310211910e-05,-3.775958156557508326e-04,-4.387673331693427853e-03,-4.195509062841676351e-03,3.339841088587612583e-03,4.363317661798089830e-02
8.135168961201502125e-01,8.966649496946816900e-01,-2.391237104816487657e-01,4.402471060389784863e-01,-2.382464522864319589e-01,1.381998016447774126e-02,-4.519645672970599472e-03,-1.001125276708578340e-04,-3.830704411855996670e-04,-4.449445674260348732e-03,-4.256338235395552144e-03,3.446595901262675815e-03,4.320232864963970132e-02
8.234981226533166776e-01,8.942671128095327493e-01,-2.413416830213563902e-01,4.449490342137050192e-01,-2.404129865042278769e-01,1.391086646239748405e-02,-4.580588924055205638e-03,-1.014781410754689132e-04,-3.884579782429114646e-04,-4.510139603354173729e-03,-4.316199758254571708e-03,3.554914839316149731e-03,4.276975193831130534e-02
8.334793491864831427e-01,8.918472576265419338e-01,-2.435356249476064439e-01,4.496270989057750689e-01,-2.425549334458569906e-01,1.399934015141831613e-02,-4.640378188064427437e-03,-1.028187249640921799e-04,-3.937554142557647013e-04,-4.569721109515208213e-03,-4.375060158397385546e-03,3.664772726580031118e-03,4.233555176239281459e-02
8.434605757196496079e-01,8.894056248276344112e-01,-2.457053712594973183e-01,4.542811109197956165e-01,-2.446721680648148989e-01,1.408539748771254867e-02,-4.698980502092353108e-03,-1.041335389683951560e-04,-3.989598235125697682e-04,-4.628157287484229061e-03,-4.432886927917442134e-03,3.776143379748826603e-03,4.189983321342544142e-02
8.534418022528160730e-01,8.869424567208576971e-01,-2.478507611163333069e-01,4.589108842870702198e-01,-2.467645704267421303e-01,1.416903543382300353e-02,-4.756364081469921859e-03,-1.054218683879692997e-04,-4.040683703868071025e-04,-4.685416372798636118e-03,-4.489648559853412491e-03,3.888999626925420186e-03,4.146270115629692443e-02
8.634230287859825381e-01,8.844579971988336675e-01,-2.499716378621364421e-01,4.635162362823678217e-01,-2.488320257098750876e-01,1.425025165570841489e-02,-4.812498335671048372e-03,-1.066830237251386969e-04,-4.090783078572239281e-04,-4.741467721117275345e-03,-4.545314531746932896e-03,4.003313326787247099e-03,4.102426018973424210e-02
8.734042553191490033e-01,8.819524916967680372e-01,-2.520678490486247814e-01,4.680969874393747232e-01,-2.508744242032022176e-01,1.432904451946237501e-02,-4.867353882818459439e-03,-1.079163419485128960e-04,-4.139869823494386411e-04,-4.796281864378351342e-03,-4.599855359438207413e-03,4.119055388338369213e-03,4.058461460709054253e-02
8.833854818523154684e-01,8.794261871504518435e-01,-2.541392464577960086e-01,4.726529615661295702e-01,-2.528916613037357486e-01,1.440541308778124467e-02,-4.920902562816830902e-03,-1.091211861650753947e-04,-4.187918327393597910e-04,-4.849830496225573072e-03,-4.653242585992887169e-03,4.236195791249876275e-03,4.014386835746281551e-02
8.933667083854819335e-01,8.768793319538144004e-01,-2.561856861228462567e-01,4.771839857590195466e-01,-2.548836375113847641e-01,1.447935711610497458e-02,-4.973117449082287839e-03,-1.102969460255993586e-04,-4.234903921085119457e-04,-4.902086490026638134e-03,-4.705448801205688696e-03,4.354703606748825361e-03,3.970212500714713488e-02
9.033479349186482876e-01,8.743121759165095597e-01,-2.582070283487730156e-01,4.816898904168617768e-01,-2.568502584230776264e-01,1.455087704851900504e-02,-5.023972858904606972e-03,-1.114430383854023431e-04,-4.280802904309242724e-04,-4.953023928240104547e-03,-4.756447671454714331e-03,4.474547019061775321e-03,3.925948770146393818e-02
9.133291614518147528e-01,8.717249702210587703e-01,-2.602031377311982419e-01,4.861705092534461259e-01,-2.587914347244075208e-01,1.461997401333020932e-02,-5.073444362410030675e-03,-1.125589067501661379e-04,-4.325592527518788916e-04,-5.002618077785161467e-03,-4.806213919465320873e-03,4.595693347368075797e-03,3.881605912696423077e-02
9.233103879849812179e-01,8.691179673800571992e-01,-2.621738831749380605e-01,4.906256793102447555e-01,-2.607070821806400374e-01,1.468664981841542351e-02,-5.121508790168757992e-03,-1.136440223100660649e-04,-4.369251032804402526e-04,-5.050845436002935999e-03,-4.854723369782669787e-03,4.718109068272293913e-03,3.837194147404307532e-02
9.332916145181476830e-01,8.664914211929530818e-01,-2.641191379106990755e-01,4.950552409675069709e-01,-2.625971216251947182e-01,1.475090694624711478e-02,-5.168144239414860716e-03,-1.146978835331917889e-04,-4.411757640985514975e-04,-5.097683712586302020e-03,-4.901952934428350020e-03,4.841759838746414503e-03,3.792723639997711699e-02
9.432728410513141482e-01,8.638455867029116719e-01,-2.660387795115633502e-01,4.994590379555782222e-01,-2.644614789475753791e-01,1.481274854870239834e-02,-5.213330078929135324e-03,-1.157200163966501882e-04,-4.453092563100715978e-04,-5.143111839851119763e-03,-4.947880625667462270e-03,4.966610519554092232e-03,3.748204499240555265e-02
9.532540675844806133e-01,8.611807201532761802e-01,-2.679326899075313850e-01,5.038369173645558252e-01,-2.663000850787569096e-01,1.487217844155439006e-02,-5.257046952553530439e-03,-1.167099748727627804e-04,-4.493237021376490282e-04,-5.187109994345012222e-03,-4.992485579307211208e-03,5.092625199103728226e-03,3.703646773327667202e-02
9.632352941176470784e-01,8.584970789441283001e-01,-2.698007553998713060e-01,5.081887296541990340e-01,-2.681128759760809666e-01,1.492920109875661011e-02,-5.299276781392774603e-03,-1.176673403059497712e-04,-4.532173228267770372e-04,-5.229659569153323646e-03,-5.035748031408633987e-03,5.219767217744872637e-03,3.659060446327306454e-02
9.732165206508135435e-01,8.557949215884788075e-01,-2.716428666734868602e-01,5.125143286621575145e-01,-2.698997926056244667e-01,1.498382164641731164e-02,-5.340002764673893593e-03,-1.185917222037680921e-04,-4.569884419204069213e-04,-5.270743209056359506e-03,-5.077649354671188303e-03,5.347999192451874731e-03,3.614455434674316431e-02
9.831977471839800087e-01,8.530745076685629646e-01,-2.734589188090815748e-01,5.168135716124537815e-01,-2.716607809241051719e-01,1.503604585657531897e-02,-5.379209379322751408e-03,-1.194827577645522564e-04,-4.606354837147699907e-04,-5.310344789535656300e-03,-5.118172041275222649e-03,5.477283041910497099e-03,3.569841583714422617e-02
9.931789737171464738e-01,8.503360977918084096e-01,-2.752488112933346720e-01,5.210863191223008561e-01,-2.733957918583154734e-01,1.508588014067578989e-02,-5.416882378231777963e-03,-1.203401119408333963e-04,-4.641569738092694614e-04,-5.348449419592595823e-03,-5.157299708991883169e-03,5.607580011949847391e-03,3.525228664303192705e-02
1.003160200250312828e+00,8.475799535469050738e-01,-2.770124480288337909e-01,5.253324352091386373e-01,-2.751047812840876627e-01,1.513333154285466040e-02,-5.453008787279722824e-03,-1.211634777475021138e-04,-4.675515405835190528e-04,-5.385043455444538801e-03,-5.195017117594655925e-03,5.738850701335330290e-03,3.480626369459286634e-02
1.013141426783479293e+00,8.448063374595985442e-01,-2.787497373420430580e-01,5.295517872960570083e-01,-2.767877100028786619e-01,1.517840773293530239e-02,-5.487576901082489092e-03,-1.219525755887680278e-04,-4.708179128923967692e-04,-5.420114470611912469e-03,-5.231310143248853184e-03,5.871055087864836090e-03,3.436044311076138363e-02
1.023122653316645758e+00,8.420155129485777934e-01,-2.804605919909644030e-01,5.337442462173737079e-01,-2.784445437178529881e-01,1.522111699924005163e-02,-5.520576277536012530e-03,-1.227071538001492412e-04,-4.739549224875628554e-04,-5.453651280006632796e-03,-5.266165805417365349e-03,6.004152554782641281e-03,3.391492016691042416e-02
1.033103879849812223e+00,8.392077442811380905e-01,-2.821449291708844620e-01,5.379096862226768749e-01,-2.800752530077058045e-01,1.526146824112810559e-02,-5.551997731136080853e-03,-1.234269881225385384e-04,-4.769615022614518600e-04,-5.485643916557268567e-03,-5.299572247349465352e-03,6.138101917454379802e-03,3.346978926316171443e-02
1.043085106382978688e+00,8.363832965289312860e-01,-2.838026705197277955e-01,5.420479849809360928e-01,-2.816798132999281390e-01,1.529947096135364851e-02,-5.581833325134972351e-03,-1.241118816107519493e-04,-4.798366862239860872e-04,-5.516083627144531369e-03,-5.331518735822067707e-03,6.272861450315264480e-03,3.302514389330057920e-02
1.053066332916145154e+00,8.335424355235445670e-01,-2.854337421215718540e-01,5.461590235831785822e-01,-2.832582048419579612e-01,1.533513525816629884e-02,-5.610076362526489162e-03,-1.247616647676541525e-04,-4.825796103517778152e-04,-5.544962878562407355e-03,-5.361995670575309299e-03,6.408388914037302549e-03,3.258107661434193891e-02
1.063047559449311619e+00,8.306854278121581503e-01,-2.870380745096623443e-01,5.502426865451290894e-01,-2.848104126716992646e-01,1.536847181723647281e-02,-5.636721375916955469e-03,-1.253761948396721066e-04,-4.851895101382868846e-04,-5.572275326207649232e-03,-5.390994557092076978e-03,6.544641582924300323e-03,3.213767901673104249e-02
1.073028785982478084e+00,8.278125406130866226e-01,-2.886156026676865993e-01,5.542988618085332719e-01,-2.863364265860922075e-01,1.539949190334046272e-02,-5.661764116281149326e-03,-1.259553561131440420e-04,-4.876657221589286045e-04,-5.598015827250846406e-03,-5.418508023988096063e-03,6.681576272484034303e-03,3.169504169522439907e-02
1.083010012515644549e+00,8.249240417713890050e-01,-2.901662660304263341e-01,5.583274407423252095e-01,-2.878362411089635531e-01,1.542820735187465028e-02,-5.685201540657335711e-03,-1.264990593470323845e-04,-4.900076821453307674e-04,-5.622180415423661676e-03,-5.444529801614786738e-03,6.819149367181927268e-03,3.125325422043460921e-02
1.092991239048811014e+00,8.220201997144168660e-01,-2.916900084827834250e-01,5.623283181426116384e-01,-2.893098554571091885e-01,1.545463056014807074e-02,-5.707031798788335386e-03,-1.270072415425496865e-04,-4.922149244312270296e-04,-5.644766290779985873e-03,-5.469054715902523130e-03,6.957316848330443934e-03,3.081240511108117308e-02
1.102972465581977479e+00,8.191012834074269389e-01,-2.931867783580504594e-01,5.663013922323703042e-01,-2.907572735055599655e-01,1.547877447850808282e-02,-5.727254218758612118e-03,-1.274798659117015579e-04,-4.942870821863797103e-04,-5.665771818297847019e-03,-5.492078690959774703e-03,7.096034322113134105e-03,3.037258180693381410e-02
1.112953692115143944e+00,8.161675623091783072e-01,-2.946565284346843727e-01,5.702465646601087013e-01,-2.921785037512709682e-01,1.550065260126388955e-02,-5.745869291642337687e-03,-1.279169211594201989e-04,-4.962238848835133151e-04,-5.685196495974231302e-03,-5.513598720927925627e-03,7.235257047703376986e-03,2.993387064248395624e-02
1.122934918648310409e+00,8.132193063275972023e-01,-2.960992159321829131e-01,5.741637404980991510e-01,-2.935735592758917933e-01,1.552027895744721372e-02,-5.762878655207874859e-03,-1.283184215480509289e-04,-4.980251590324297250e-04,-5.703040957691152442e-03,-5.533612878138108489e-03,7.374939965470637959e-03,2.949635682133689568e-02
1.132916145181476875e+00,8.102567857754666703e-01,-2.975148025056034151e-01,5.780528282397250361e-01,-2.949424577071587117e-01,1.553766810139083770e-02,-5.778285076701482163e-03,-1.286844063016337524e-04,-4.996908261270860191e-04,-5.719306946739278509e-03,-5.552120290300955815e-03,7.515037725240899039e-03,2.906012439135075356e-02
1.142897371714643118e+00,8.072802713261919560e-01,-2.989032542390392955e-01,5.819137397962634850e-01,-2.962852211792647572e-01,1.555283510314859306e-02,-5.792092434750885886e-03,-1.290149392541280551e-04,-5.012209016168298363e-04,-5.733997300183469453e-03,-5.569121129075886925e-03,7.655504714597406897e-03,2.862525622052276147e-02
1.152878598247809583e+00,8.042900339696279488e-01,-3.002645416378829646e-01,5.857463904929318677e-01,-2.976018762920513705e-01,1.556579553875355078e-02,-5.804305700419129001e-03,-1.293101086637686505e-04,-5.026154945565511865e-04,-5.747115940611940456e-03,-5.584616606183902265e-03,7.796295087195669049e-03,2.819183397363850957e-02
1.162859824780976048e+00,8.012863449679931138e-01,-3.015986396199034081e-01,5.895506990642316314e-01,-2.988924540690781617e-01,1.557656548032237097e-02,-5.814930917444344725e-03,-1.295700264989801422e-04,-5.038748050488015690e-04,-5.758667844399117768e-03,-5.598608944986684099e-03,7.937362791071767010e-03,2.775993808969339297e-02
