galaxy,ml_disk,ml_bulge,n,Q,D_Mpc,inclination_deg,refs,baryon_invalid_rows,baryon_chi2_valid,baryon_chi2_per_valid_row,core_length_kpc,core_amplitude_kms,core_excess_amplitude_kms,core_admissible_min_amplitude_kms,core_chi2,core_reduced_chi2,core_dof,core_success,core_optimality,core_bound_hit,core_bound_distance_log,core_restart_chi2_spread,core_near_best_starts,nfw_length_kpc,nfw_amplitude_kms,nfw_excess_amplitude_kms,nfw_admissible_min_amplitude_kms,nfw_chi2,nfw_reduced_chi2,nfw_dof,nfw_success,nfw_optimality,nfw_bound_hit,nfw_bound_distance_log,nfw_restart_chi2_spread,nfw_near_best_starts
NGC1003,0.5,0.7,36,1,11.4,67.0,"Sa96,Br92",0,21327.782120065363,592.4383922240379,8.160474017322029,123.16376721432377,123.16376721432377,0.0,425.9519442369023,12.527998359908892,34,True,0.001342847621053581,False,4.396825461418185,1.0419398677186109e-10,9,29.66931365245219,239.94227936041304,239.94227936041304,0.0,87.29792700571753,2.5675860884034565,34,True,5.8141129017215034e-05,False,3.7299419802245417,9.663381206337363e-13,9
NGC1090,0.5,0.7,24,1,37.0,64.0,Ge04,0,9051.769618476894,377.15706743653726,7.761432351643131,157.2085937857893,157.2085937857893,0.0,116.565413233212,5.298427874236909,22,True,0.0005482489519151059,False,4.152766825626777,9.444534043723252e-11,9,20.026969514550768,291.11744925532173,291.11744925532173,0.0,53.19664438893427,2.418029290406103,22,True,7.3543476121040135e-06,False,3.5366135805431673,6.714628852932947e-12,9
NGC2403,0.5,0.7,73,1,3.16,63.0,"Da06,Fr02",0,319317.3362433957,4374.210085525969,3.546670088655056,134.55725543533745,134.55725543533745,0.0,5377.306613311482,75.736712863542,71,True,0.03724794439819184,False,4.308350572545933,4.2764440877363086e-09,9,11.05506528102315,257.5488136889887,257.5488136889887,0.0,710.8908681816268,10.012547439177842,71,True,0.0011591810015841517,False,3.6591311021138555,1.1141310096718371e-11,9
NGC2683,0.5,0.7,11,2,9.81,80.0,"Sa96,Br92",0,689.2796674332354,62.66178794847595,4.716347456682076,182.35709921187294,182.35709921187294,0.0,20.064394962192893,2.2293772180214324,9,True,0.0001633202783688497,False,4.004373523689501,1.4868106745780096e-11,9,6.780770589616214,302.7815176240085,302.7815176240085,0.0,7.637813479109004,0.8486459421232228,9,True,1.7681880019376746e-06,False,3.4973288905056252,3.6504133049675147e-13,9
NGC2841,0.5,0.7,50,1,14.1,76.0,"Di08,Be91",0,37314.68849884974,746.2937699769948,8.135656198298808,344.03407526634675,344.03407526634675,0.0,1650.5727059183437,34.38693137329883,48,True,0.02051975709977133,False,3.3695996635016856,7.396693035843782e-09,9,11.470177230765014,556.5430683310184,556.5430683310184,0.0,160.33037749443866,3.3402161978008054,48,True,0.00011714915740044743,False,2.888595812824745,6.110667527536862e-12,9
NGC2903,0.5,0.7,34,1,6.6,66.0,"Be91,Be87",0,25037.446570100597,736.3954873559,5.585475779605066,183.47647198072323,183.47647198072323,0.0,338.43548581119086,10.576108931599714,32,True,0.0003433458816169888,False,3.998253930790902,3.9335645851679146e-11,9,19.119484892300548,356.3115379725268,356.3115379725268,0.0,456.3937211435187,14.262303785734959,32,True,0.00040793701530241253,False,3.3345349171423466,1.942908056662418e-10,9
NGC2915,0.5,0.7,30,2,4.06,56.0,El10,0,1769.9207412433232,58.99735804144411,2.0084104238938925,99.35670561853767,99.35670561853767,0.0,28.251817601704488,1.0089934857751603,28,True,0.00012839738301971914,False,4.609366580741414,3.707611995196203e-11,9,5.423261028742064,175.96251769385094,175.96251769385094,0.0,26.790319858026255,0.956797137786652,28,True,2.2688641747652473e-05,False,4.040069367267436,1.1688428003253648e-11,9
NGC2955,0.5,0.7,24,1,97.9,56.0,SG06,0,407.1149066456807,16.963121110236695,9.003205840407285,207.70213402211363,207.70213402211363,0.0,92.27040355151706,4.1941092523416845,22,True,0.00013966766598754094,False,3.8742353666061504,225.9373531895775,7,91.29684224633796,523.7122036134809,523.7122036134809,0.0,99.65259338899108,4.529663335863231,22,True,5.4495714410600663e-05,False,2.9493980682823118,6.730260793119669e-11,9
NGC2976,0.5,0.7,27,2,3.58,61.0,Si03,0,447.0896519431511,16.558875997894486,1.3580950120966233,84.87039366621376,84.87039366621376,0.0,7.273208985652656,0.29092835942610623,25,True,6.756421322609158e-07,False,4.218105996842287,1.865174681370263e-14,9,4999.999999999995,3420.6261407703673,3420.6261407703673,0.0,47.18307900345896,1.8873231601383582,25,True,1.271510960045943e-06,True,1.7763568394002505e-15,3.552713678800501e-14,9
NGC2998,0.5,0.7,13,1,68.1,58.0,"Sa96,Br92",0,7590.740214084509,583.903093391116,10.856653515223517,204.76247927681095,204.76247927681095,0.0,96.19777302993094,8.745252093630086,11,True,0.00019902275155080426,False,3.888489702251417,3.498712430882733e-11,9,17.210713502246403,369.15620850658996,369.15620850658996,0.0,27.014915818549813,2.455901438049983,11,True,2.9260320473738524e-05,False,3.299120488228067,1.3848477919964353e-11,9
